bahan_a	bahan_b	senyawa_toksik	gejala	level	sumber	deskripsi
General mills triple chocolate cake mix	f	f	The composition includes several concerning ingredients such as artificial flavors and preservatives. Notably, the presence of palm oil raises environmental concerns, while the use of artificial flavo	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as artificial flavors and preservatives. Notably, the presence of palm oil raises environmental concerns, while the use of artificial flavoring agents indicates a highly processed product, which detracts from its overall quality and safety assessment.
Fruit by the Foot Flavor Mixers 6 Count	f	f	The composition includes several synthetic additives such as sugar, corn syrup, and artificial colors (Red 40, Yellow 6), which raise significant quality concerns. The presence of carrageenan and malt	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as sugar, corn syrup, and artificial colors (Red 40, Yellow 6), which raise significant quality concerns. The presence of carrageenan and maltodextrin also indicates a highly processed product, contributing to the low rating due to potential health implications associated with these ingredients.
Hamburger Helper, Pasta & Naturally Flavored Italian-Style Sauce Mix, Lasagna, Lasagna	f	f	The composition includes several concerning ingredients such as monosodium glutamate (MSG) and partially hydrogenated soybean oil, which are associated with potential health risks. Additionally, the p	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as monosodium glutamate (MSG) and partially hydrogenated soybean oil, which are associated with potential health risks. Additionally, the presence of artificial colors like Yellow 5 and Red 40 Lake raises quality concerns due to their synthetic nature and potential sensitivity issues.
Chewy Protein Bar	f	f	The composition includes several concerning ingredients such as palm kernel and palm oil, which raise environmental sustainability issues, and carrageenan, a thickener linked to digestive concerns. Ad	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as palm kernel and palm oil, which raise environmental sustainability issues, and carrageenan, a thickener linked to digestive concerns. Additionally, the presence of sugar and corn syrup indicates high levels of processed sugars, further lowering the product's quality and safety rating.
Snickerdoodle	f	f	The composition includes several synthetic and processed ingredients such as white confectionary coating, which contains palm oil and artificial flavors, raising quality concerns. Additionally, preser	warning	Zerotox/Open Food Facts	The composition includes several synthetic and processed ingredients such as white confectionary coating, which contains palm oil and artificial flavors, raising quality concerns. Additionally, preservatives like TBHQ and BHT are present, indicating a highly processed product with potential safety implications.
Betty Crocker, Coconut Pecan Frosting	f	f	The composition includes several synthetic additives such as sodium benzoate (E211) and potassium sorbate (E202) as preservatives, along with artificial colors like Yellow 5, Yellow 6, Red 40, and Blu	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as sodium benzoate (E211) and potassium sorbate (E202) as preservatives, along with artificial colors like Yellow 5, Yellow 6, Red 40, and Blue 1. These ingredients indicate a highly processed product with significant quality and safety concerns, leading to a low rating.
Chewy Bars, Protein, Caramel Nut	f	f	The composition includes several synthetic and processed ingredients such as sugar, corn syrup, and carrageenan, which raise quality concerns. The presence of palm oil and artificial color (caramel co	warning	Zerotox/Open Food Facts	The composition includes several synthetic and processed ingredients such as sugar, corn syrup, and carrageenan, which raise quality concerns. The presence of palm oil and artificial color (caramel color) further indicates a highly processed product, contributing to the low rating due to potential health implications.
Cheesy Hashbrowns Hamburger Helper	f	f	The composition includes several processed ingredients such as maltodextrin, modified whey, and sodium bisulfite, which raise quality concerns. Additionally, the presence of artificial colors like yel	warning	Zerotox/Open Food Facts	The composition includes several processed ingredients such as maltodextrin, modified whey, and sodium bisulfite, which raise quality concerns. Additionally, the presence of artificial colors like yellow 5 and 6 indicates a highly processed product, contributing to the low rating due to potential health implications associated with synthetic additives.
Potatoes Stroganoff Hamburger Helper	f	f	The composition includes sodium bisulfite as a preservative, which raises concerns about synthetic additives. Additionally, modified whey and hydrolyzed corn protein are present, indicating a highly p	warning	Zerotox/Open Food Facts	The composition includes sodium bisulfite as a preservative, which raises concerns about synthetic additives. Additionally, modified whey and hydrolyzed corn protein are present, indicating a highly processed product. These ingredients contribute to the overall rating due to quality and safety implications associated with artificial components.
Fruit Roll-Ups, Mini Rolls, Fruit Flavored Snacks, Strawberry Sensation, Strawberry Sensation	f	f	The composition includes several synthetic additives such as corn syrup, partially hydrogenated cottonseed oil, and artificial colors (Red 40, Yellow 5 & 6, Blue 1). These ingredients raise significan	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as corn syrup, partially hydrogenated cottonseed oil, and artificial colors (Red 40, Yellow 5 & 6, Blue 1). These ingredients raise significant quality and safety concerns, indicating a highly processed product with potential health risks.
General Mills, Toast Crunch, Peanut Butter Sweetened Squares Cereal, Peanut Butter, Peanut Butter	f	f	The composition includes several concerning ingredients such as sugar and maltodextrin, which are processed and raise quality concerns. Additionally, the presence of artificial flavors and color addit	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as sugar and maltodextrin, which are processed and raise quality concerns. Additionally, the presence of artificial flavors and color additives indicates a highly processed product, contributing to the low rating due to potential health implications.
Fruit Flavored Snacks, Mixed Berry	f	f	The composition includes corn syrup and sugar as primary sweeteners, raising concerns about high sugar content. Additionally, modified corn starch and sodium citrate are present, which are processed i	warning	Zerotox/Open Food Facts	The composition includes corn syrup and sugar as primary sweeteners, raising concerns about high sugar content. Additionally, modified corn starch and sodium citrate are present, which are processed ingredients that may indicate lower quality. Overall, the presence of multiple synthetic and processed ingredients contributes to a lower safety rating.
Betty Crocker, Hamburger Helper, Beef Pasta & Sauce Mix	f	f	The composition includes several concerning ingredients such as monosodium glutamate (MSG) and partially hydrogenated soybean oil, which are associated with potential health risks. Additionally, the p	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as monosodium glutamate (MSG) and partially hydrogenated soybean oil, which are associated with potential health risks. Additionally, the presence of artificial colors like Yellow 5 raises quality concerns due to their synthetic nature and potential sensitivity issues.
Chex Mix, Muddy Buddies, Coated Chex Pieces, Peppermint Bark, Peppermint Bark	f	f	The composition includes several synthetic additives such as artificial colors (Red 40) and preservatives (Calcium Propionate, BHT), which raise quality concerns. The presence of sugar and palm kernel	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as artificial colors (Red 40) and preservatives (Calcium Propionate, BHT), which raise quality concerns. The presence of sugar and palm kernel oil also indicates a highly processed product, contributing to the overall low rating due to potential health implications.
chocolate caramel and pretzel bars	f	f	The composition includes several concerning ingredients such as artificial colors (Yellow 5, Yellow 6, Red 40, Blue 1) and synthetic preservatives. The presence of palm oil and maltodextrin raises add	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as artificial colors (Yellow 5, Yellow 6, Red 40, Blue 1) and synthetic preservatives. The presence of palm oil and maltodextrin raises additional quality concerns, indicating a highly processed product with potential health implications.
Nature Valley, Protein Greek Yogurt Chewy Bar, Strawberry, Strawberry	f	f	The composition includes several concerning ingredients such as corn syrup and sugar, which are high in glycemic index and raise quality concerns. Additionally, the presence of palm oil and soy protei	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as corn syrup and sugar, which are high in glycemic index and raise quality concerns. Additionally, the presence of palm oil and soy protein isolate indicates a highly processed product, which further lowers the overall safety assessment.
Double cheeseburger macaroni hamburger	f	f	The composition includes several processed ingredients such as palm oil and modified whey, which raise quality concerns. Additionally, the presence of sodium phosphate and sugar indicates a highly pro	warning	Zerotox/Open Food Facts	The composition includes several processed ingredients such as palm oil and modified whey, which raise quality concerns. Additionally, the presence of sodium phosphate and sugar indicates a highly processed product, contributing to the lower rating due to potential health implications associated with these additives.
Super Sour Gushers Fruit Flavored Snacks 6 Count. Crab by Apple, Grumpy Grape and Scary Cherry	f	f	The composition includes several synthetic additives such as sugar, corn syrup, and artificial colors (Red 40, Blue 1, Yellow 5), which indicate a highly processed product. The presence of carrageenan	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as sugar, corn syrup, and artificial colors (Red 40, Blue 1, Yellow 5), which indicate a highly processed product. The presence of carrageenan and palm oil raises additional quality concerns, contributing to the low rating due to potential health implications associated with these ingredients.
Hamburger helper lasagna	f	f	The composition includes several concerning ingredients such as sugar, modified whey, and artificial colors (Yellow 5, Yellow 6, Red 40 Lake). These additives indicate a highly processed product with 	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as sugar, modified whey, and artificial colors (Yellow 5, Yellow 6, Red 40 Lake). These additives indicate a highly processed product with potential quality and safety issues, particularly for those sensitive to artificial ingredients or seeking less processed options.
Frosting	f	f	The composition includes sugar and palm oil, both of which raise quality concerns due to high processing levels. Additionally, potassium sorbate is a synthetic preservative that indicates potential sa	warning	Zerotox/Open Food Facts	The composition includes sugar and palm oil, both of which raise quality concerns due to high processing levels. Additionally, potassium sorbate is a synthetic preservative that indicates potential safety issues. The presence of artificial flavors and color adds to the overall risk associated with this product's composition.
Fruit By The Foot Variety Pack 36 Count	f	f	The composition of this snack includes multiple synthetic additives such as carrageenan and artificial colors like Red 40 and Yellow 5. These ingredients raise significant quality and safety concerns,	warning	Zerotox/Open Food Facts	The composition of this snack includes multiple synthetic additives such as carrageenan and artificial colors like Red 40 and Yellow 5. These ingredients raise significant quality and safety concerns, indicating a highly processed product with potential health implications.
Fruit Roll-Ups, Fruit Flavored Snacks, Tropical Punch, Tropical Punch	f	f	The composition includes high levels of sugars such as corn syrup and sugar, which raise concerns about excessive sweetness and potential health implications. Additionally, artificial colors like Red 	warning	Zerotox/Open Food Facts	The composition includes high levels of sugars such as corn syrup and sugar, which raise concerns about excessive sweetness and potential health implications. Additionally, artificial colors like Red 40 and Yellow 5 & 6 are present, indicating a highly processed product with synthetic additives that lower the overall quality and safety assessment.
Hamburger Helper Cheeseburger Macaroni	f	f	The composition includes several concerning ingredients such as sodium phosphate, artificial colors (yellow 5, 6), and disodium inosinate and guanylate, which indicate a highly processed product. The 	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as sodium phosphate, artificial colors (yellow 5, 6), and disodium inosinate and guanylate, which indicate a highly processed product. The presence of refined sugars and modified corn starch further raises quality and safety concerns, contributing to the low rating.
General Mills, Lucky Charms, Treats Bars, Marshmallow, Marshmallow	f	f	The composition of Lucky Charms Treats Bars includes several synthetic and processed ingredients such as high fructose corn syrup, artificial flavors, and colorants like Red 40 and Yellow 5. These add	warning	Zerotox/Open Food Facts	The composition of Lucky Charms Treats Bars includes several synthetic and processed ingredients such as high fructose corn syrup, artificial flavors, and colorants like Red 40 and Yellow 5. These additives raise significant quality and safety concerns, indicating a highly processed product with potential health implications.
Snack Mix, Cheddar	f	f	The composition includes several concerning ingredients such as partially hydrogenated soybean oil and high fructose corn syrup, which are associated with health risks. Additionally, the presence of a	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as partially hydrogenated soybean oil and high fructose corn syrup, which are associated with health risks. Additionally, the presence of artificial flavors and colors like Yellow 5 and Yellow 6 raises further quality concerns, indicating a highly processed product.
Nacho cheese	f	f	The composition of this nacho cheese includes several concerning ingredients such as monosodium glutamate (MSG) and artificial colors like Red 40 Lake and Yellow 6 Lake. These synthetic additives rais	warning	Zerotox/Open Food Facts	The composition of this nacho cheese includes several concerning ingredients such as monosodium glutamate (MSG) and artificial colors like Red 40 Lake and Yellow 6 Lake. These synthetic additives raise quality and safety concerns, indicating a highly processed product with potential health implications.
Corn Crispy Snacks	f	f	The composition includes degermed yellow corn meal and coconut oil, which are acceptable, but the presence of sugar and multiple artificial colors like Yellow 5, Yellow 6 Lake, and Red 40 Lake raises 	warning	Zerotox/Open Food Facts	The composition includes degermed yellow corn meal and coconut oil, which are acceptable, but the presence of sugar and multiple artificial colors like Yellow 5, Yellow 6 Lake, and Red 40 Lake raises significant quality concerns. Additionally, monosodium glutamate and sodium diacetate are synthetic additives that further detract from the overall safety and quality assessment.
Loaded, Mashed Potatoes	f	f	The composition includes several concerning ingredients such as sodium bisulfite (a preservative) and artificial colors like Red 40 Lake, which raise quality and safety concerns. Additionally, the pre	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as sodium bisulfite (a preservative) and artificial colors like Red 40 Lake, which raise quality and safety concerns. Additionally, the presence of monosodium glutamate and sugar indicates a highly processed product, further impacting its overall safety assessment.
Treats Bars, Chocolate Marshmallow	f	f	The composition of this product includes several synthetic and processed ingredients, such as high fructose corn syrup and partially hydrogenated palm kernel oil, which raise significant quality and s	warning	Zerotox/Open Food Facts	The composition of this product includes several synthetic and processed ingredients, such as high fructose corn syrup and partially hydrogenated palm kernel oil, which raise significant quality and safety concerns. The presence of artificial flavors and colors further indicates a highly processed nature, contributing to the low rating.
Sweetened Whole Grain Corn And Oat Cereal, Fruity	f	f	The composition includes several synthetic additives such as sugar, corn syrup, and artificial colors (Red 40, Yellow 6, Blue 1), which indicate a highly processed product. Additionally, the presence 	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as sugar, corn syrup, and artificial colors (Red 40, Yellow 6, Blue 1), which indicate a highly processed product. Additionally, the presence of preservatives like BHT raises concerns about the overall quality and safety of the cereal, contributing to a lower rating.
Peanut Butter Sweet & Crunchy Corn Puffs	f	f	The composition includes several synthetic additives such as Red 40 and artificial flavors, which raise quality concerns. Additionally, the presence of sugar and corn syrup indicates high processing, 	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as Red 40 and artificial flavors, which raise quality concerns. Additionally, the presence of sugar and corn syrup indicates high processing, contributing to a lower safety assessment. Overall, the mix of artificial colors and sweeteners significantly impacts the product's rating.
Treats Bars, Marshmallow	f	f	The composition of Marshmallow Treats Bars includes several synthetic and processed ingredients such as high fructose corn syrup, artificial flavors, and colorants like Red 40 and Yellow 5. These addi	warning	Zerotox/Open Food Facts	The composition of Marshmallow Treats Bars includes several synthetic and processed ingredients such as high fructose corn syrup, artificial flavors, and colorants like Red 40 and Yellow 5. These additives raise significant quality and safety concerns, indicating a highly processed product with potential health implications.
Chex Mix Peanut Butter & Chocolate Muddy Buddies	f	f	The composition includes several synthetic additives such as calcium propionate and BHT, which are used for preservation but raise quality concerns. Additionally, the presence of artificial flavors an	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as calcium propionate and BHT, which are used for preservation but raise quality concerns. Additionally, the presence of artificial flavors and color added indicates a highly processed product, contributing to the low rating due to potential health implications.
Fruit roll ups fruit flavored snacks	f	f	The composition includes corn syrup and sugar, both of which are high in refined sugars, raising concerns about excessive sweetness and potential health impacts. Additionally, artificial colors like R	warning	Zerotox/Open Food Facts	The composition includes corn syrup and sugar, both of which are high in refined sugars, raising concerns about excessive sweetness and potential health impacts. Additionally, artificial colors like Red 40 and Yellow 5 & 6 are present, which are associated with sensitivity issues and indicate a highly processed product.
Home Style Snacks	f	f	The composition includes partially hydrogenated soybean oil and maltodextrin, both of which raise quality concerns due to their processed nature. Additionally, the presence of artificial flavors and c	warning	Zerotox/Open Food Facts	The composition includes partially hydrogenated soybean oil and maltodextrin, both of which raise quality concerns due to their processed nature. Additionally, the presence of artificial flavors and color added indicates a reliance on synthetic additives, which negatively impacts the overall safety assessment.
Motts medleys frt flvrd sncks assorted frt	f	f	The composition includes corn syrup and sugar, both of which are high in glycemic index and raise concerns about excessive sweetness. Additionally, modified corn starch and artificial colors indicate 	warning	Zerotox/Open Food Facts	The composition includes corn syrup and sugar, both of which are high in glycemic index and raise concerns about excessive sweetness. Additionally, modified corn starch and artificial colors indicate a highly processed product, which lowers the overall quality and safety rating.
Muffin quick bread mix wild blueberry box	f	f	The composition includes several synthetic and processed ingredients such as high fructose corn syrup, palm oil, and artificial flavors. These raise quality concerns due to their potential health impl	warning	Zerotox/Open Food Facts	The composition includes several synthetic and processed ingredients such as high fructose corn syrup, palm oil, and artificial flavors. These raise quality concerns due to their potential health implications and indicate a highly processed product. The presence of sugar and corn syrup further contributes to the overall risk assessment.
Motts frt flvrd sncks strwbry apple	f	f	The composition includes corn syrup and sugar as primary sweeteners, which raise concerns due to high glycemic index and potential overconsumption. Additionally, modified corn starch and artificial co	warning	Zerotox/Open Food Facts	The composition includes corn syrup and sugar as primary sweeteners, which raise concerns due to high glycemic index and potential overconsumption. Additionally, modified corn starch and artificial colors indicate a highly processed product, contributing to the low rating due to quality concerns.
Chocolate Chip Muffin	f	f	The composition includes several concerning ingredients such as palm oil, artificial flavor, and modified whey. Palm oil raises environmental sustainability concerns, while artificial flavor indicates	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as palm oil, artificial flavor, and modified whey. Palm oil raises environmental sustainability concerns, while artificial flavor indicates synthetic processing. These factors contribute to a lower quality and safety assessment.
Chocolate Lucky Charms	f	f	The composition of Chocolate Lucky Charms includes several synthetic additives such as artificial colors (Yellow 5, Yellow 6, Red 40, Blue 1) and preservatives like gelatin. These ingredients indicate	warning	Zerotox/Open Food Facts	The composition of Chocolate Lucky Charms includes several synthetic additives such as artificial colors (Yellow 5, Yellow 6, Red 40, Blue 1) and preservatives like gelatin. These ingredients indicate a highly processed product with significant quality concerns, particularly regarding artificial components and potential allergen risks.
Fruit Roll-Ups Mini Rolls Wildberry Punch 36ct	f	f	The composition includes corn syrup and sugar, both of which are high in refined sugars, raising concerns about their impact on health. Additionally, artificial colors like Red 40 and Yellow 5 & 6 are	warning	Zerotox/Open Food Facts	The composition includes corn syrup and sugar, both of which are high in refined sugars, raising concerns about their impact on health. Additionally, artificial colors like Red 40 and Yellow 5 & 6 are present, which are associated with potential sensitivity issues. These factors contribute to a low rating due to significant quality concerns.
Protein bar	f	f	The composition includes several concerning ingredients such as sugar, corn syrup, and palm oil, which indicate a highly processed product. The presence of soy protein isolate and whey protein concent	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as sugar, corn syrup, and palm oil, which indicate a highly processed product. The presence of soy protein isolate and whey protein concentrate raises questions about the quality of protein sources. Overall, these factors contribute to a lower safety and quality rating.
Sweet & Salty Nut Chocolate Pretzel Nut Chewy Granola Bars	f	f	The composition includes several concerning ingredients such as corn syrup and sugar, which are high in glycemic index and raise quality concerns. Additionally, palm kernel oil is present, which has e	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as corn syrup and sugar, which are high in glycemic index and raise quality concerns. Additionally, palm kernel oil is present, which has environmental sustainability implications. The presence of milk powder also poses allergen risks for sensitive individuals.
Rich & creamy frosting imp	f	f	The composition includes sugar and palm oil, which are highly processed and raise quality concerns. Additionally, potassium sorbate is a synthetic preservative that may indicate a lack of freshness in	warning	Zerotox/Open Food Facts	The composition includes sugar and palm oil, which are highly processed and raise quality concerns. Additionally, potassium sorbate is a synthetic preservative that may indicate a lack of freshness in the product. The presence of artificial colors (Yellow 5 & 6) further contributes to the overall risk assessment due to potential sensitivity issues.
Fruit By The Foot, Fruit Snacks, Space Berry, Space Berry	f	f	The composition includes several synthetic and processed ingredients such as sugar, corn syrup, and partially hydrogenated cottonseed oil, which raise significant quality concerns. Additionally, artif	warning	Zerotox/Open Food Facts	The composition includes several synthetic and processed ingredients such as sugar, corn syrup, and partially hydrogenated cottonseed oil, which raise significant quality concerns. Additionally, artificial colors like Red 40 and Yellow 5 are present, indicating a highly processed product with potential health implications.
Betty Crocker Rich & Creamy Chocolate Frosting imp	f	f	The composition includes sugar, corn syrup, and palm oil, which are highly processed and raise quality concerns. Additionally, potassium sorbate is a synthetic preservative that indicates a reliance o	warning	Zerotox/Open Food Facts	The composition includes sugar, corn syrup, and palm oil, which are highly processed and raise quality concerns. Additionally, potassium sorbate is a synthetic preservative that indicates a reliance on artificial ingredients, further lowering the product's safety and quality rating.
Betty Crocker Rich & Creamy Lemon Frosting	f	f	The composition includes sugar and palm oil, both of which raise quality concerns due to their high processing levels. Additionally, potassium sorbate and BHA are synthetic preservatives that further 	warning	Zerotox/Open Food Facts	The composition includes sugar and palm oil, both of which raise quality concerns due to their high processing levels. Additionally, potassium sorbate and BHA are synthetic preservatives that further indicate a highly processed product, contributing to the low rating due to potential health concerns associated with artificial additives.
Betty Crocker Rich and Creamy Dark Chocolate Frosting imp	f	f	The composition includes sugar and palm oil, both of which raise quality concerns due to their high processing levels. Additionally, potassium sorbate is a synthetic preservative that may be viewed un	warning	Zerotox/Open Food Facts	The composition includes sugar and palm oil, both of which raise quality concerns due to their high processing levels. Additionally, potassium sorbate is a synthetic preservative that may be viewed unfavorably. The presence of artificial flavor further indicates a reliance on synthetic additives, contributing to the overall risky rating.
Betty Crocker Rich & Creamy Cherry Frosting	f	f	The composition includes several synthetic additives such as potassium sorbate (preservative), artificial flavor, and colorants like Red 40 and Blue 2. These ingredients indicate a highly processed pr	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as potassium sorbate (preservative), artificial flavor, and colorants like Red 40 and Blue 2. These ingredients indicate a highly processed product with potential quality concerns, contributing to a low safety rating.
Rich & Creamy Milk Chocolate Frosting	f	f	The composition includes sugar, palm oil, and potassium sorbate, which are associated with high processing levels and potential health concerns. The presence of artificial flavors and preservatives li	warning	Zerotox/Open Food Facts	The composition includes sugar, palm oil, and potassium sorbate, which are associated with high processing levels and potential health concerns. The presence of artificial flavors and preservatives like potassium sorbate raises quality and safety issues, contributing to a low rating due to the overall processed nature of the ingredients.
Frosting cream cheese imp	f	f	The composition includes sugar and palm oil, both of which raise quality concerns due to their high processing levels. Additionally, potassium sorbate is a synthetic preservative that may be undesirab	warning	Zerotox/Open Food Facts	The composition includes sugar and palm oil, both of which raise quality concerns due to their high processing levels. Additionally, potassium sorbate is a synthetic preservative that may be undesirable for some consumers. The presence of artificial colors (Yellow 5 & 6) further indicates a highly processed product, contributing to the low rating.
Gushers Tropical Flavors Fruit Flavored Snacks 2 Count	f	f	The composition includes several synthetic additives such as corn syrup, sugar, and artificial colors (Red 40, Yellow 5 & 6). These ingredients indicate a highly processed product with significant qua	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as corn syrup, sugar, and artificial colors (Red 40, Yellow 5 & 6). These ingredients indicate a highly processed product with significant quality concerns, particularly regarding the presence of artificial colors and sweeteners that may raise health issues.
Betty Crocker Rich & Creamy Rainbow Chip Frosting imp	f	f	The composition includes several synthetic additives such as potassium sorbate (preservative) and artificial colors (Yellow Lakes 5 & 6, Red Lake 40). These ingredients indicate a highly processed pro	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as potassium sorbate (preservative) and artificial colors (Yellow Lakes 5 & 6, Red Lake 40). These ingredients indicate a highly processed product with significant quality concerns, particularly regarding artificial components and preservatives that may not align with clean eating principles.
Fruit Roll-Ups, Galactic Fruit Snacks, Planetary Punch, Planetary Punch	f	f	The composition includes several synthetic ingredients such as corn syrup, partially hydrogenated cottonseed oil, and artificial colors (Red 40, Yellow 5 & 6, Blue 1). These additives raise significan	warning	Zerotox/Open Food Facts	The composition includes several synthetic ingredients such as corn syrup, partially hydrogenated cottonseed oil, and artificial colors (Red 40, Yellow 5 & 6, Blue 1). These additives raise significant quality and safety concerns, indicating a highly processed product with potential health implications.
Betty Crocker Mashed Sweet Potatoes	f	f	The composition includes several synthetic additives such as sodium bisulfite and sodium acid pyrophosphate, which raise quality concerns. Additionally, the presence of artificial flavors and colors l	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as sodium bisulfite and sodium acid pyrophosphate, which raise quality concerns. Additionally, the presence of artificial flavors and colors like caramel color and yellow lakes indicates a highly processed product, contributing to the low rating.
Betty Crocker Yukon Gold Mashed Potatoes	f	f	The composition includes several synthetic additives such as maltodextrin, sodium acid pyrophosphate, and BHA/BHT, which raise quality concerns. The presence of palm oil and potassium chloride also in	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as maltodextrin, sodium acid pyrophosphate, and BHA/BHT, which raise quality concerns. The presence of palm oil and potassium chloride also indicates a highly processed product, contributing to the low rating due to potential health implications associated with these ingredients.
Loaded mashed potatoes	f	f	The composition of Loaded Mashed Potatoes includes several concerning ingredients such as imitation bacon bits containing artificial colors (Red 40 Lake) and monosodium glutamate, which are associated	warning	Zerotox/Open Food Facts	The composition of Loaded Mashed Potatoes includes several concerning ingredients such as imitation bacon bits containing artificial colors (Red 40 Lake) and monosodium glutamate, which are associated with processed food concerns. Additionally, the presence of sodium bisulfite and sodium acid pyrophosphate as preservatives raises safety questions regarding synthetic additives.
Four Cheese Lasagna	f	f	The composition of this Four Cheese Lasagna includes several concerning ingredients such as monosodium glutamate (MSG) and partially hydrogenated soybean oil, which are associated with potential healt	warning	Zerotox/Open Food Facts	The composition of this Four Cheese Lasagna includes several concerning ingredients such as monosodium glutamate (MSG) and partially hydrogenated soybean oil, which are associated with potential health risks. Additionally, the presence of artificial colors raises further quality concerns, indicating a highly processed product.
Crispy corn snacks	f	f	The composition of these snacks includes several concerning ingredients such as monosodium glutamate (MSG) and artificial colors like Red 40 Lake and Yellow 6 Lake, which are associated with potential	warning	Zerotox/Open Food Facts	The composition of these snacks includes several concerning ingredients such as monosodium glutamate (MSG) and artificial colors like Red 40 Lake and Yellow 6 Lake, which are associated with potential sensitivity issues. Additionally, the presence of BHT as a preservative raises safety concerns regarding synthetic additives in the product.
Fruit Roll-Ups Carnival 10 Count	f	f	The composition includes corn syrup and sugar, both of which are high in refined sugars, raising concerns about their impact on health. Additionally, artificial colors like Red 40 and Yellow 5 & 6 are	warning	Zerotox/Open Food Facts	The composition includes corn syrup and sugar, both of which are high in refined sugars, raising concerns about their impact on health. Additionally, artificial colors like Red 40 and Yellow 5 & 6 are present, which are associated with potential sensitivity issues. These factors contribute to a low rating due to significant quality concerns.
Betty Crocker Home Style Fluffy White Frosting Mix	f	f	The composition includes sugar and dextrose as primary sweeteners, which raise concerns due to high glycemic index. Additionally, sodium lauryl sulfate is a synthetic additive used as a whipping aid, 	warning	Zerotox/Open Food Facts	The composition includes sugar and dextrose as primary sweeteners, which raise concerns due to high glycemic index. Additionally, sodium lauryl sulfate is a synthetic additive used as a whipping aid, indicating a highly processed product with several artificial components that lower the overall quality and safety assessment.
Mott'S, Fruit Centers Snacks, Mixed Berry, Mixed Berry	f	f	The composition includes corn syrup and sugar, both of which are high in glycemic index and raise concerns about excessive sweetness. Additionally, partially hydrogenated cottonseed oil is present, wh	warning	Zerotox/Open Food Facts	The composition includes corn syrup and sugar, both of which are high in glycemic index and raise concerns about excessive sweetness. Additionally, partially hydrogenated cottonseed oil is present, which is associated with trans fats and health risks. Carrageenan, a thickener, has been linked to digestive issues, further lowering the product's safety profile.
Fruit Roll-Ups, Fruit Roll Snacks, Minions Strawberry Sensation, Minions Strawberry Sensation	f	f	The composition includes several synthetic additives such as corn syrup, partially hydrogenated cottonseed oil, and artificial colors (Red 40, Yellow 5 & 6, Blue 1). These ingredients indicate a highl	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as corn syrup, partially hydrogenated cottonseed oil, and artificial colors (Red 40, Yellow 5 & 6, Blue 1). These ingredients indicate a highly processed product with significant quality and safety concerns, particularly regarding the use of artificial colors and unhealthy fats.
Minions Colored Rolls Inside Fruit Snack	f	f	The composition includes several synthetic additives such as partially hydrogenated cottonseed oil and carrageenan, raising significant quality and safety concerns. The presence of artificial colors l	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as partially hydrogenated cottonseed oil and carrageenan, raising significant quality and safety concerns. The presence of artificial colors like Yellow 5 and Blue 1 further indicates a highly processed product.
Fruit Flavored Snacks, Punch, Strawberry Sensation	f	f	The composition includes several synthetic and processed ingredients such as corn syrup, sugar, and partially hydrogenated oils, which raise quality concerns. The presence of artificial colors like Ye	warning	Zerotox/Open Food Facts	The composition includes several synthetic and processed ingredients such as corn syrup, sugar, and partially hydrogenated oils, which raise quality concerns. The presence of artificial colors like Yellow 5 and Blue 1 further indicates a highly processed product, contributing to the low rating due to potential health implications.
Bugles/chex mix spicy snck mix chdr hot buffalo	f	f	The composition includes several concerning ingredients such as sugar, corn syrup solids, and artificial colors (Yellow 5 Lake, Yellow 6 Lake), which indicate a highly processed product. Additionally,	warning	Zerotox/Open Food Facts	The composition includes several concerning ingredients such as sugar, corn syrup solids, and artificial colors (Yellow 5 Lake, Yellow 6 Lake), which indicate a highly processed product. Additionally, the presence of BHT as a preservative raises safety concerns regarding synthetic additives in the mix.
